CDS_number,VF_number,Length_bp,Description,1000ng_NoRibo,500ng_NoRibo,100ng_NoRibo,1000ng_Ribodpl,500ng_Ribodpl,100ng_Ribodpl,50ng_Ribodpl,25ng_Ribodpl,10ng_Ribodpl,5ng_Ribodpl_17cyc,5ng_Ribodpl_15cyc,2ng_Ribodpl_17cyc,2ng_Ribodpl_15cyc,1ng_Ribodpl_17cyc,1ng_Ribodpl_15cyc
c1cds210,VF_0218,1932,ABC transporter ATP-binding protein,671,653,581,421,368,246,966,81,307,401,480,308,154,33,85
c1cds211,VF_0219,543,glutathione-regulated potassium-efflux system ancillary protein KefG,212,248,179,146,129,85,378,22,99,198,246,178,57,8,7
c1cds212,VF_0220,1791,glutathione-regulated potassium-efflux system protein KefB,551,605,602,496,509,363,1347,98,502,848,609,545,276,82,94
c1cds213,VF_0222,195,hypothetical protein,699,719,579,555,567,382,1012,90,377,596,679,267,218,43,54
c1cds214,VF_0223,654,FKBP-type peptidylprolyl isomerase,2810,3425,3206,2998,2811,1765,6822,476,2276,3863,3477,2081,1321,834,417
c1cds215,VF_0224,225,hypothetical protein,201,234,260,243,219,99,402,25,91,236,234,144,108,97,48
c1cds216,VF_0225,1014,vegetatible incompatibility protein HET-E-1,402,508,413,394,423,259,918,53,321,297,399,202,151,160,47
c1cds217,VF_0226,795,FKBP-type peptidylprolyl isomerase,4817,5892,5687,5829,5473,3881,15312,1079,5211,6867,7361,4535,2462,1464,942
c1cds218,VF_0227,705,DNA-binding transcriptional regulator,706,712,677,621,626,523,1495,130,569,993,653,501,274,90,86
c1cds219,VF_0228,393,sulfur transfer complex subunit TusD,324,345,354,329,323,249,956,73,354,457,464,233,159,37,78
c1cds220,VF_0229,357,sulfur transfer protein complex subunit TusC,261,261,230,218,219,179,977,74,391,471,499,310,161,123,87
c1cds221,VF_2582,291,sulfur transfer protein complex subunit TusB,556,522,408,400,421,285,364,31,244,122,125,63,37,36,33
c1cds222,VF_0230,375,30S ribosomal protein S12,16294,20566,18847,19449,17878,12261,39760,3165,14617,25531,26758,13628,9159,3929,2248
c1cds223,VF_0231,471,30S ribosomal protein S7,5967,8822,11179,13470,14620,10313,43736,3795,16493,22306,20868,12736,7635,3556,2309
c1cds224,VF_2583,189,hypothetical protein,19,16,11,9,7,6,6,0,2,0,0,0,10,1,0
c1cds225,VF_0232,2097,elongation factor G,12777,15059,14024,12961,12079,9256,35911,2753,12062,17944,18720,11132,5846,3887,1892
c1cds226,VF_0233,1185,elongation factor Tu,94930,126356,139072,150329,142188,99147,393035,26115,124036,228192,209062,135458,82709,42184,27335
c1cds227,VF_0234,312,30S ribosomal protein S10,15164,17490,14071,11821,12007,9066,30688,2005,11646,17296,15219,9331,5863,2999,1797
c1cds228,VF_0235,630,50S ribosomal protein L3,25322,30759,30418,25748,23732,19009,63818,4672,23139,41643,38532,23091,14164,6843,4601
c1cds229,VF_0237,603,50S ribosomal protein L4,17504,21862,22553,19077,18534,15118,40622,3055,16705,25320,22678,14346,8523,3680,2764
c1cds230,VF_0238,303,50S ribosomal protein L23,7736,9372,8553,6599,6247,5986,18040,1398,6645,6984,6759,4218,2400,1451,711
c1cds231,VF_0239,825,50S ribosomal protein L2,34666,46352,47209,39120,36376,29254,104682,6487,32159,54954,51173,30982,19829,9937,6533
c1cds232,VF_0240,279,30S ribosomal protein S19,9139,13556,14264,12865,12107,9816,44555,3543,14337,21601,22958,11802,6997,3162,2094
c1cds233,VF_0241,333,50S ribosomal protein L22,29202,32910,24433,21488,20559,15760,46449,3603,16466,24206,24183,14504,8181,3943,2465
c1cds234,VF_0242,699,30S ribosomal protein S3,25838,36470,35370,29324,26177,22162,81943,5572,24363,41541,39727,23078,15038,8729,5377
c1cds235,VF_0243,411,50S ribosomal protein L16,14401,18464,20564,21720,20395,14784,48090,3298,14040,26260,21982,15901,8869,5670,3077
c1cds236,VF_0244,192,50S ribosomal protein L29,17697,14926,11199,9382,9245,5452,21643,1676,7216,18409,17041,10217,6436,3292,1817
c1cds237,VF_0245,255,30S ribosomal protein S17,9904,15598,21367,21991,22127,17231,71402,4882,21837,31732,27186,18143,10778,5485,3323
c1cds238,VF_0246,372,50S ribosomal protein L14,7785,10751,11370,11267,10787,7983,29045,2109,9570,16526,16430,9816,6612,3319,1931
c1cds239,VF_0248,315,50S ribosomal protein L24,13395,13534,11175,10938,11389,8282,31139,2588,12263,18881,17890,11786,7055,3826,1828
c1cds240,VF_0249,537,50S ribosomal protein L5,10401,14562,15916,15443,15882,12117,49197,3471,16204,23881,23282,14490,8472,5006,2955
c1cds241,VF_0250,306,30S ribosomal protein S14,4701,6993,7413,6990,6787,5411,22278,1483,7198,8262,7708,5751,3470,1922,1060
c1cds242,VF_0251,393,30S ribosomal protein S8,15158,17898,16452,15116,13974,10228,33905,2435,12177,16426,17114,9622,5418,3173,1790
c1cds243,VF_0252,534,50S ribosomal protein L6,19109,24525,24433,21765,20945,15259,56191,3944,18886,28379,26687,18071,10300,5983,3270
c1cds244,VF_0253,354,50S ribosomal protein L18,8698,11974,10888,9202,7707,6009,21250,1366,6682,13324,12747,7406,4714,2761,1514
c1cds245,VF_0254,501,30S ribosomal protein S5,10629,16455,18273,17049,16126,12810,47314,3730,16983,30661,28871,16191,10214,5392,3183
c1cds246,VF_0255,180,50S ribosomal protein L30,4054,4965,6002,5442,4944,4348,16141,761,5045,5379,5609,3683,1962,1049,573
c1cds247,VF_0256,435,50S ribosomal protein L15,23270,25172,22857,22684,21060,16281,49300,4098,18044,29804,27987,15381,9308,4624,2872
c1cds248,VF_0257,1332,preprotein translocase subunit SecY,30845,42858,46733,46069,45556,35456,121826,9122,43804,54200,55446,31205,19226,9590,6204
c1cds249,VF_0258,114,50S ribosomal protein L36,2325,3009,3819,3772,4094,3594,8822,779,3864,3598,3856,1893,1213,451,358
c1cds250,VF_0259,357,30S ribosomal protein S13,6955,9048,8697,7592,7266,5840,23821,1463,7750,10221,10889,5931,4009,1957,1184
c1cds251,VF_0260,390,30S ribosomal protein S11,8088,12311,11356,9785,8961,6290,25023,1401,7452,13213,12309,7646,4761,2815,1673
c1cds252,VF_0261,621,30S ribosomal protein S4,29622,26719,19944,18562,17210,12073,45100,3256,15966,22554,25616,14095,8154,3594,2594
c1cds253,VF_0262,990,DNA-directed RNA polymerase subunit alpha,24775,30408,31920,31638,30476,23639,92762,6630,30721,46781,44109,27884,16886,8688,5357
c1cds254,VF_0263,381,50S ribosomal protein L17,4998,7620,8689,8370,8467,7192,27132,1755,8196,11661,9642,6751,3822,2046,1320
c1cds255,VF_0264,1011,fructose-1%2C6-bisphosphatase,3101,3105,2644,2270,2015,1280,3497,235,1269,1531,1867,1026,466,269,161
c1cds256,VF_0265,1380,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,978,1286,1203,1149,1040,767,2641,180,1074,1654,1568,894,442,214,298
c1cds257,VF_0266,618,aromatic acid decarboxylase,381,431,362,387,337,231,1203,85,417,604,493,304,195,79,53
c1cds258,VF_0267,1017,thiamine transporter substrate binding subunit,250,285,174,152,164,124,372,41,171,326,176,169,85,23,33
c1cds259,VF_0268,1605,thiamine transporter membrane protein,93,94,76,40,36,26,99,13,60,85,74,13,19,0,32
c1cds260,VF_0269,705,thiamine ABC transporter ATP-binding protein ThiQ%2FSfuC,43,64,53,40,53,25,144,5,52,52,58,10,16,10,5
c1cds261,VF_0270,2859,ATP-dependent helicase HepA,936,1165,1059,1096,1010,712,2455,188,928,1223,1303,927,518,187,166
c1cds262,VF_0271,738,pseudouridine synthase,248,252,236,286,274,190,777,84,259,341,381,226,140,13,25
c1cds263,VF_0272,438,universal stress protein,674,835,865,951,906,762,1996,196,749,889,902,477,265,82,54
c1cds264,VF_0273,2580,transporter,1101,1200,1078,985,1068,754,2836,231,1039,1564,1690,761,473,168,113
c1cds265,VF_0274,975,hypothetical protein,2367,2572,2297,2160,2120,1458,5130,389,1727,2776,2659,1484,930,476,267
c1cds266,VF_0275,471,arginine repressor ArgR,327,514,532,542,511,405,1917,108,563,685,696,503,232,77,105
c1cds267,VF_0276,936,malate dehydrogenase,11613,14623,15736,12444,11963,9803,36305,2514,14227,22940,21765,14122,8813,4981,3088
c1cds268,VF_0277,972,octaprenyl diphosphate synthase,2145,2401,2122,1928,1863,1132,3933,259,1157,1636,1698,1053,647,341,234
c1cds269,VF_0278,312,50S ribosomal protein L21,7889,10133,8466,7904,7705,5075,19696,1198,5606,14757,14150,8657,5456,2947,1629
c1cds270,VF_0279,258,50S ribosomal protein L27,4137,5172,6639,7617,7851,5836,20464,1337,6782,11068,10247,6671,3768,1571,1076
c1cds271,VF_0280,1173,GTPase ObgE,954,999,1030,642,619,473,1707,165,624,1054,1215,539,308,131,92
c1cds272,VF_0281,771,hypothetical protein,244,238,227,147,136,102,338,11,100,147,241,83,191,115,11
c1cds273,VF_0283,492,hypothetical protein,55,83,61,50,54,32,171,16,49,106,90,36,46,13,17
c1cds274,VF_0284,468,dihydrofolate reductase,370,390,366,300,283,186,616,43,280,488,496,241,171,75,88
c1cds275,VF_0285,816,diadenosine tetraphosphatase,109,129,108,83,70,45,155,8,56,69,57,59,11,23,21
c1cds276,VF_0286,819,dimethyladenosine transferase,706,1038,1133,1060,1135,810,2552,212,842,1439,1396,831,421,252,132
c1cds277,VF_0287,1005,4-hydroxythreonine-4-phosphate dehydrogenase,1215,1332,956,866,853,531,2158,118,755,1105,1324,709,559,163,144
c1cds278,VF_0288,1314,peptidyl-prolyl cis-trans isomerase,1736,1882,1533,1265,1185,755,2780,145,785,1512,1393,895,512,304,179
c1cds279,VF_0289,2361,organic solvent tolerance protein,2965,3032,2590,2497,2489,1618,4326,404,1815,2272,2245,1151,561,477,200
c1cds280,VF_0290,852,Dna-J like membrane chaperone protein,847,734,539,488,434,264,1036,85,407,606,561,476,302,183,74
c1cds281,VF_0291,780,hypothetical protein,144,137,96,80,89,57,100,10,61,37,63,40,3,0,24
c1cds282,VF_0292,603,isopropylmalate isomerase small subunit,239,397,372,400,364,277,1157,107,405,547,755,279,319,155,80
c1cds283,VF_0293,1416,isopropylmalate isomerase large subunit,968,1342,1405,1306,1252,922,3686,268,1166,1984,1939,1372,699,228,320
c1cds284,VF_0294,1092,3-isopropylmalate dehydrogenase,1202,1343,1184,1059,1043,704,2831,221,1053,1780,1448,1012,429,264,189
c1cds285,VF_0295,1548,2-isopropylmalate synthase,1820,2132,2080,1817,1745,1134,4385,243,1427,2335,2384,1413,841,357,243
c1cds286,VF_0296,645,TetR family transcriptional regulator,175,173,157,134,133,72,255,14,52,73,63,44,80,2,9
c1cds287,VF_0297,1320,acriflavin resistance periplasmic protein,536,631,542,553,500,379,1396,97,494,627,598,494,285,167,46
c1cds288,VF_0298,3105,acriflavin resistance plasma membrane protein,725,720,620,509,451,382,1280,121,540,951,770,550,360,167,90
c1cds289,VF_0300,1002,salt-induced outer membrane protein,224,260,198,173,177,119,471,24,151,337,251,111,65,6,14
c1cds290,VF_0301,1398,replicative DNA helicase,619,716,727,646,630,465,1906,121,720,1297,976,758,441,198,170
c1cds291,VF_0302,1083,alanine racemase,361,433,421,437,404,304,884,69,352,614,587,250,156,57,63
c1cds292,VF_0303,1218,hypothetical protein,75,70,63,38,48,28,102,4,35,90,80,52,14,6,5
c1cds293,VF_0304,1653,glucose-6-phosphate isomerase,1967,2530,2305,2374,2292,1769,5658,397,2123,2861,3010,1613,905,433,262
c1cds294,VF_0305,462,chemotaxis CheY-phosphatase CheX,345,355,321,326,333,212,882,63,289,476,360,278,261,66,29
c1cds295,VF_0306,450,DNA-binding transcriptional repressor%2C Zn%28II%29-binding,335,328,233,216,228,158,617,29,197,310,373,183,173,98,26
c1cds296,VF_0307,987,tRNA-dihydrouridine synthase A,788,811,677,596,558,399,1413,110,437,616,715,516,162,279,91
c1cds297,VF_0308,702,hypothetical protein,1142,1233,1110,973,992,682,2444,187,957,1130,1141,765,371,178,143
c1cds298,VF_0309,231,hypothetical protein,150,115,91,87,97,54,165,4,36,22,77,25,23,3,0
c1cds299,VF_0310,1815,sulfite reductase subunit alpha,114,113,95,51,67,33,113,8,43,88,56,22,44,22,2
c1cds300,VF_0311,1731,sulfite reductase subunit beta,420,411,368,259,248,156,572,35,187,514,349,284,72,76,60
c1cds301,VF_0312,762,phosphoadenosine phosphosulfate reductase,110,145,130,100,102,67,269,11,90,244,255,112,54,24,46
c1cds302,VF_0313,465,hypothetical protein,49,44,65,49,67,53,207,9,50,111,74,52,39,7,2
c1cds303,VF_0314,621,FKBP-type peptidylprolyl isomerase,3262,4607,5462,5872,5855,4615,25536,1653,7692,11637,10607,7026,4258,2301,1179
c1cds304,VF_0315,651,opacity associated protein OapA,1322,1075,881,773,792,567,2434,154,983,1323,1058,733,550,299,141
c1cds305,VF_0316,843,drug%2Fmetabolite exporter family protein,16,22,20,15,23,11,23,1,15,27,5,3,0,0,0
c1cds306,VF_0317,453,acyltransferase,52,41,51,49,40,25,129,4,31,46,50,22,4,10,1
c1cds307,VF_0318,570,Crp%2FFnr family transcriptional regulator,17,20,23,20,17,6,39,6,31,17,19,9,0,0,0
c1cds308,VF_0319,1983,bifunctional 2%27%2C3%27-cyclic nucleotide 2%27-phosphodiesterase%2F3%27-nucleotidase periplasmic protein,10834,12050,11192,11788,11663,8430,28988,2192,10307,13572,14954,8394,4961,2548,1812
c1cds309,VF_0320,909,sulfate adenylyltransferase subunit 2,34,27,33,20,28,15,56,4,34,41,72,46,12,23,4
c1cds310,VF_0321,1437,sulfate adenylyltransferase subunit 1,33,42,43,35,26,23,78,13,75,99,32,30,37,5,4
c1cds311,VF_0322,1728,divalent anion:sodium symporter family protein,35,27,26,17,16,11,35,1,36,34,2,26,13,0,0
c1cds312,VF_0323,615,adenylylsulfate kinase,39,38,33,28,16,9,30,6,24,36,45,24,46,9,0
c1cds313,VF_0324,936,hypothetical protein,2241,2158,1988,1781,1758,1126,4373,311,1505,1916,2214,1339,900,376,225
c1cds314,VF_0325,486,hypothetical protein,233,232,215,219,188,165,364,44,200,231,202,104,35,17,33
c1cds315,VF_0326,1260,permease,332,392,353,368,357,230,767,81,312,429,338,186,192,52,60
c1cds316,VF_0327,687,ABC transporter ATP-binding protein,58,56,42,37,47,24,130,1,35,48,39,26,11,1,1
c1cds317,VF_0328,645,hypothetical protein,180,218,199,172,146,101,425,33,226,184,185,73,83,4,14
c1cds318,VF_2585,111,hypothetical protein,5,2,3,2,1,1,7,1,7,25,0,7,0,0,11
c1cds319,,66,hypothetical protein,0,1,2,2,1,1,3,0,0,0,10,1,0,0,0
c1cds320,VF_0329,552,transcriptional regulator,2301,2294,1961,2095,2064,1374,6407,483,2279,3185,2972,1956,1016,395,345
c1cds321,VF_0330,210,hypothetical protein,268,255,250,227,224,163,158,11,104,85,63,38,9,1,12
c1cds322,VF_0331,579,peptide-methionine %28S%29-S-oxide reductase,128,147,140,141,159,79,565,35,213,271,220,112,102,50,28
c1cds323,VF_0332,1722,hypothetical protein,638,582,573,454,464,314,1021,62,425,465,501,359,317,67,65
c1cds324,VF_0333,3801,hypothetical protein,1225,1084,877,648,586,412,1371,87,444,584,682,410,246,124,106
c1cds325,VF_0336,1278,cation%2Fproton antiporter,400,412,373,384,382,281,870,69,400,201,317,244,149,155,18
c1cds326,VF_0337,3681,B12-dependent methionine synthase,2145,2137,1927,1740,1706,1212,4311,334,1745,2129,2091,1401,748,446,227
c1cds327,VF_0338,1353,aspartate kinase,468,517,494,424,390,308,844,47,308,344,303,249,61,54,39
c1cds328,VF_0339,1113,serine--pyruvate aminotransferase,234,217,224,155,143,105,387,25,179,181,253,82,24,23,17
c1cds329,VF_0340,1761,Lipid A core -- O-antigen ligase Wzy-like protein,201,171,179,157,153,87,359,32,136,113,131,112,32,5,41
c1cds330,VF_0341,2826,excinuclease ABC subunit A,2402,2640,2305,1780,1456,1139,3859,262,1316,2164,2018,1379,638,474,236
c1cds331,VF_0342,870,glucose-1-phosphate uridylyltransferase,2073,2144,1893,1871,1938,1368,6079,390,2039,2338,2552,1449,766,507,217
c1cds332,VF_0343,405,hypothetical protein,45,40,36,51,37,32,127,13,53,17,41,6,2,0,1
c1cds333,VF_0344,1134,glycosyltransferase,348,409,358,338,343,235,754,62,334,285,291,182,175,36,12
c1cds334,VF_0345,1206,lipopolysaccharide N-acetylglucosaminyltransferase,365,376,326,331,304,233,849,69,291,396,338,296,152,46,66
c1cds335,VF_0346,999,hypothetical protein,211,215,194,157,170,101,258,23,137,195,206,91,30,6,15
c1cds336,VF_0347,1380,hypothetical protein,77,78,66,70,76,46,146,10,65,86,85,55,5,15,2
c1cds337,VF_0348,1206,sensor protein UhpB,72,57,61,56,53,37,48,3,23,32,21,16,0,0,0
c1cds338,VF_0349,2181,chain length regulator%2C exopolysaccharide biosynthesis protein,639,626,549,463,480,319,1059,68,380,399,357,352,131,37,27
c1cds339,VF_0350,588,polysaccharide export periplasmic protein,253,279,244,233,225,171,519,34,148,258,196,135,96,34,36
c1cds340,VF_0351,1317,TetR family transcriptional regulator,803,681,609,599,528,389,985,82,441,793,576,470,121,73,103
c1cds341,VF_0352,1413,UDP-glucose lipid carrier transferase,473,566,513,451,459,317,1030,79,377,444,422,379,182,60,61
c1cds342,,129,hypothetical protein,6,8,2,7,3,1,9,0,0,0,0,0,0,0,0
c1cds343,VF_0353,534,single-stranded DNA-binding protein,1222,1688,1835,1550,1518,934,3836,208,1069,2386,2314,1268,992,336,336
c1cds344,VF_0354,657,hypothetical protein,112,143,129,101,78,69,189,7,72,87,82,30,55,18,1
c1cds345,VF_0355,1980,regulatory protein CsrD,580,530,479,406,397,245,1117,77,384,506,440,293,208,51,24
c1cds346,VF_0356,1464,MSHA biogenesis protein MshI,1160,1071,848,658,677,447,1517,118,546,905,733,606,283,91,51
c1cds347,VF_0357,639,MSHA biogenesis protein MshJ,229,228,237,180,150,127,329,45,94,77,75,95,14,15,6
c1cds348,VF_0358,342,hypothetical protein,133,130,126,69,73,55,288,21,123,129,189,89,81,51,0
c1cds349,VF_0359,1641,MSHA biogenesis protein MshL,1404,1533,1419,951,950,674,1876,200,814,1080,1186,732,420,118,146
c1cds350,VF_0360,849,MSHA biogenesis protein MshM,332,322,386,290,271,230,618,43,228,436,402,172,167,114,46
c1cds351,VF_0361,1146,MSHA biogenesis protein MshN,636,782,737,710,719,533,2010,180,742,634,934,410,216,165,69
c1cds352,VF_0362,1725,MSHA biogenesis protein MshE,1167,1128,1116,1013,989,730,2258,169,770,1507,1145,599,338,138,164
c1cds353,VF_0363,1227,MSHA biogenesis protein MshG,626,591,499,470,471,298,1182,86,406,632,566,474,183,81,36
c1cds354,VF_0364,456,hypothetical protein,308,261,161,154,149,102,297,35,108,129,84,63,58,25,5
c1cds355,VF_0365,564,MSHA pilin protein MshB,1073,1127,1016,942,930,605,1859,122,675,1259,1377,797,473,166,130
c1cds356,VF_0366,465,MSHA pilin protein MshA,2532,3642,4531,5100,5332,4255,15260,1202,5031,5401,4824,2714,1856,769,505
c1cds357,VF_0367,597,MSHA pilin protein MshC,114,133,135,117,88,52,197,3,59,119,160,97,70,4,6
c1cds358,VF_0368,582,MshD protein,69,88,58,64,80,60,157,8,65,66,82,40,51,7,3
c1cds359,VF_0369,726,MSHA pilus assembly protein MshO,63,58,55,40,32,34,67,1,16,26,17,23,1,8,0
c1cds360,VF_0370,393,MSHA biogenesis protein MshP,107,67,55,26,27,14,64,0,25,12,41,29,8,7,0
c1cds361,VF_0371,3108,MshQ protein,802,731,661,560,490,346,1209,95,519,620,720,582,229,149,89
c1cds362,VF_0372,1044,rod shape-determining protein MreB,3765,4190,4106,3510,3067,2218,7895,628,3059,6077,6180,3315,2083,1117,586
c1cds363,VF_0373,852,rod shape-determining protein MreC,600,662,647,571,544,363,1306,94,458,840,757,434,259,108,99
c1cds364,VF_0374,492,rod shape-determining protein MreD,235,229,236,241,219,151,558,47,214,404,328,165,124,23,37
c1cds365,VF_0375,576,Maf-like protein,423,524,571,471,431,265,1182,59,369,326,338,264,161,93,42
c1cds366,VF_0376,1470,ribonuclease G,2344,2482,2371,2318,2229,1681,6367,543,2150,3230,2951,2139,1093,684,471
c1cds367,VF_0377,3834,membrane protein%2C transporter,1890,2005,1887,1849,1782,1285,3546,291,1375,1716,1645,1070,767,205,113
c1cds368,VF_0378,819,beta-ureidopropionase,817,735,657,512,503,353,1232,95,389,701,667,513,276,69,76
c1cds369,VF_0379,1446,peptidase,1366,1518,1631,1130,1128,905,3603,266,1149,2000,1989,1329,645,363,275
c1cds370,VF_0380,540,hypothetical protein,1259,1390,1287,1405,1371,828,3936,222,885,1759,1465,1002,662,465,299
c1cds371,VF_0381,1344,peptidase PmbA,1175,1322,1218,1109,1108,810,2618,199,965,1686,1393,1304,708,274,161
c1cds372,VF_0382,1356,magnesium transporter,281,400,407,366,342,235,1102,79,398,717,710,482,242,83,106
c1cds373,VF_0383,279,phosphocarrier protein HPr,149,135,95,101,90,55,122,6,49,12,65,55,3,43,18
c1cds374,VF_0384,855,hypothetical protein,493,520,457,434,406,262,1089,78,379,343,409,191,136,65,22
c1cds375,VF_0385,444,sugar-specific enzyme IIA component of PTS,433,472,427,424,369,266,831,63,278,349,274,202,167,122,26
c1cds376,VF_0386,288,ribosome-associated%2C sigma 54 modulation protein,2283,2509,2402,2401,2323,1681,7029,557,2677,2269,1984,1224,699,350,213
c1cds377,VF_0387,1470,RNA polymerase factor sigma-54,4518,4671,4077,3653,3624,2476,11090,792,3551,6788,6991,4561,2345,1217,780
c1cds378,VF_0388,726,ABC transporter ATP-binding protein,446,511,546,492,509,361,1110,73,427,466,755,335,216,71,42
c1cds379,VF_0389,498,ABC transporter substrate-binding protein,543,560,491,472,541,308,962,70,311,376,434,284,217,130,58
c1cds380,VF_0390,564,hypothetical protein,592,577,531,525,492,339,925,74,428,338,535,249,130,50,57
c1cds381,VF_0391,561,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,656,672,600,551,522,356,1091,99,406,453,643,407,336,164,154
c1cds382,VF_0392,975,D-arabinose 5-phosphate isomerase,936,1090,983,920,932,611,1728,156,603,809,1005,545,263,54,98
c1cds383,VF_0393,972,calcium%2Fsodium:proton antiporter,318,380,376,336,299,219,851,71,338,429,427,301,96,31,19
c1cds384,VF_0394,822,toluene ABC transporter ATP-binding protein,271,271,270,271,248,149,690,63,195,584,335,367,204,91,50
c1cds385,VF_0395,795,toluene ABC transporter membrane protein,191,210,200,151,104,82,202,21,120,171,176,144,48,51,22
c1cds386,VF_0396,495,organic solvent ABC transporter,269,271,216,133,109,59,170,16,95,66,140,85,74,7,5
c1cds387,VF_0397,642,organic solvent ABC transporter,485,390,263,244,220,165,573,45,203,341,251,198,117,35,70
c1cds388,VF_0399,321,NTP-binding protein,100,114,79,70,81,68,121,9,41,40,47,40,54,1,1
c1cds389,VF_0400,258,DNA-binding transcriptional regulator,574,595,471,493,466,295,1558,98,506,685,757,388,335,103,53
c1cds390,VF_0401,1269,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,2198,2500,2530,2520,2261,1625,5979,460,2137,3406,3195,1874,1339,609,423
c1cds391,VF_0402,762,1-acyl-sn-glycerol-3-phosphate acyltransferase,434,425,370,347,402,244,917,89,339,355,420,250,308,41,49
