CDS_number,VF_number,Length_bp,Description,Plk1,Plk2,Plk3,Swt1,Swt2,Swt3,Vnt1,Vnt2,Vnt3
c1cds268,VF_0277,972,octaprenyl diphosphate synthase,2489,2425,4154,3569,3711,1132,155,822,1491
c1cds269,VF_0278,312,50S ribosomal protein L21,17250,30296,43538,29321,14629,5075,1221,4152,7313
c1cds270,VF_0279,258,50S ribosomal protein L27,20651,51693,75298,26752,21330,5836,344,6731,10926
c1cds271,VF_0280,1173,GTPase ObgE,6270,4752,5383,2771,1624,473,156,1156,2662
c1cds272,VF_0281,771,hypothetical protein,182,104,150,159,359,102,0,26,33
c1cds273,VF_0283,492,hypothetical protein,61,73,60,69,166,32,0,21,25
c1cds274,VF_0284,468,dihydrofolate reductase,345,246,294,716,651,186,32,147,224
c1cds275,VF_0285,816,diadenosine tetraphosphatase,210,127,182,190,177,45,13,39,56
c1cds276,VF_0286,819,dimethyladenosine transferase,4019,4617,6336,3721,2646,810,78,989,2033
c1cds277,VF_0287,1005,4-hydroxythreonine-4-phosphate dehydrogenase,1158,1209,1611,2621,2198,531,59,220,420
c1cds278,VF_0288,1314,peptidyl-prolyl cis-trans isomerase,1267,1318,1981,3092,2826,755,56,346,757
c1cds279,VF_0289,2361,organic solvent tolerance protein,4367,3963,4901,6600,4764,1618,265,1354,2234
c1cds280,VF_0290,852,Dna-J like membrane chaperone protein,1690,1483,1910,1299,817,264,325,475,840
c1cds281,VF_0291,780,hypothetical protein,4931,1510,1514,468,240,57,273,509,1222
c1cds282,VF_0292,603,isopropylmalate isomerase small subunit,820,993,1380,2966,1809,277,0,63,67
c1cds283,VF_0293,1416,isopropylmalate isomerase large subunit,1753,1576,2975,6494,4626,922,34,144,250
c1cds284,VF_0294,1092,3-isopropylmalate dehydrogenase,1135,1304,2022,4972,3676,704,0,257,323
c1cds285,VF_0295,1548,2-isopropylmalate synthase,1496,2718,4854,5927,5033,1134,46,563,854
c1cds286,VF_0296,645,TetR family transcriptional regulator,586,217,181,238,232,72,0,114,300
c1cds287,VF_0297,1320,acriflavin resistance periplasmic protein,1695,1169,1162,949,1517,379,44,346,716
c1cds288,VF_0298,3105,acriflavin resistance plasma membrane protein,3820,1485,1667,1564,1467,382,430,311,760
c1cds289,VF_0300,1002,salt-induced outer membrane protein,237,112,164,545,403,119,89,115,271
c1cds290,VF_0301,1398,replicative DNA helicase,1593,1686,2018,2016,1733,465,58,496,964
c1cds291,VF_0302,1083,alanine racemase,1837,1800,2745,1697,900,304,54,306,729
c1cds292,VF_0303,1218,hypothetical protein,608,568,612,118,70,28,18,134,323
c1cds293,VF_0304,1653,glucose-6-phosphate isomerase,15350,11311,12648,4286,4226,1769,675,4638,11035
c1cds294,VF_0305,462,chemotaxis CheY-phosphatase CheX,333,742,831,1341,768,212,1,259,358
c1cds295,VF_0306,450,DNA-binding transcriptional repressor%2C Zn%28II%29-binding,261,654,544,1122,565,158,199,325,426
c1cds296,VF_0307,987,tRNA-dihydrouridine synthase A,2283,4821,7621,1822,1220,399,173,586,1076
c1cds297,VF_0308,702,hypothetical protein,2655,5682,7479,3106,2432,682,87,649,882
c1cds298,VF_0309,231,hypothetical protein,1844,1412,1814,112,228,54,65,613,1451
c1cds299,VF_0310,1815,sulfite reductase subunit alpha,1806,684,1027,126,102,33,110,1001,1236
c1cds300,VF_0311,1731,sulfite reductase subunit beta,2003,733,1121,407,651,156,289,751,1032
c1cds301,VF_0312,762,phosphoadenosine phosphosulfate reductase,1837,770,983,214,393,67,59,470,681
c1cds302,VF_0313,465,hypothetical protein,4289,1966,2116,256,288,53,51,812,1521
c1cds303,VF_0314,621,FKBP-type peptidylprolyl isomerase,3282,4676,6105,26809,19067,4615,252,1977,3298
c1cds304,VF_0315,651,opacity associated protein OapA,3103,2133,2352,1402,2395,567,118,548,950
c1cds305,VF_0316,843,drug%2Fmetabolite exporter family protein,78,503,106,76,28,11,0,19,17
c1cds306,VF_0317,453,acyltransferase,131,1373,256,183,124,25,0,32,41
c1cds307,VF_0318,570,Crp%2FFnr family transcriptional regulator,87,70,38,82,51,6,33,56,64
c1cds308,VF_0319,1983,bifunctional 2%27%2C3%27-cyclic nucleotide 2%27-phosphodiesterase%2F3%27-nucleotidase periplasmic protein,1754,7207,8442,56448,30017,8430,287,2448,3811
c1cds309,VF_0320,909,sulfate adenylyltransferase subunit 2,2379,418,623,92,47,15,240,1746,2118
c1cds310,VF_0321,1437,sulfate adenylyltransferase subunit 1,4226,732,1204,149,127,23,201,1666,2525
c1cds311,VF_0322,1728,divalent anion:sodium symporter family protein,1870,322,469,58,38,11,283,943,1162
c1cds312,VF_0323,615,adenylylsulfate kinase,646,128,164,67,57,9,133,237,398
c1cds313,VF_0324,936,hypothetical protein,439,1251,1203,2382,4779,1126,61,213,341
c1cds314,VF_0325,486,hypothetical protein,1056,573,730,537,426,165,14,202,314
c1cds315,VF_0326,1260,permease,2403,1676,1637,675,671,230,66,369,724
c1cds316,VF_0327,687,ABC transporter ATP-binding protein,861,749,492,114,90,24,6,152,258
c1cds317,VF_0328,645,hypothetical protein,2596,1514,1305,379,549,101,144,625,1558
c1cds318,VF_2585,111,hypothetical protein,9,5,3,9,4,1,32,1,8
c1cds319,,66,hypothetical protein,31,9,17,3,1,1,0,9,21
c1cds320,VF_0329,552,transcriptional regulator,1418,1337,1135,7383,6568,1374,81,273,505
c1cds321,VF_0330,210,hypothetical protein,15077,1580,951,598,413,163,1812,2035,1132
c1cds322,VF_0331,579,peptide-methionine %28S%29-S-oxide reductase,2814,1935,1604,625,496,79,197,504,896
c1cds323,VF_0332,1722,hypothetical protein,972,859,743,900,937,314,305,432,656
c1cds324,VF_0333,3801,hypothetical protein,1685,1276,1089,1376,1144,412,352,356,573
c1cds325,VF_0336,1278,cation%2Fproton antiporter,4944,4304,3552,2294,1095,281,378,1362,1694
c1cds326,VF_0337,3681,B12-dependent methionine synthase,3499,3223,3665,4477,4249,1212,1105,2330,3694
c1cds327,VF_0338,1353,aspartate kinase,971,795,940,1596,1042,308,207,881,919
c1cds328,VF_0339,1113,serine--pyruvate aminotransferase,567,795,505,760,361,105,89,521,660
c1cds329,VF_0340,1761,Lipid A core -- O-antigen ligase Wzy-like protein,262,456,384,769,362,87,50,120,110
c1cds330,VF_0341,2826,excinuclease ABC subunit A,1793,2887,3385,6403,3956,1139,99,473,818
c1cds331,VF_0342,870,glucose-1-phosphate uridylyltransferase,1742,3147,3635,8521,5917,1368,131,1694,2687
c1cds332,VF_0343,405,hypothetical protein,200,160,144,187,147,32,26,91,128
c1cds333,VF_0344,1134,glycosyltransferase,1539,829,808,1784,997,235,106,341,687
c1cds334,VF_0345,1206,lipopolysaccharide N-acetylglucosaminyltransferase,1185,725,728,1248,939,233,73,192,485
c1cds335,VF_0346,999,hypothetical protein,455,240,265,541,335,101,23,73,140
c1cds336,VF_0347,1380,hypothetical protein,527,459,273,336,177,46,0,93,88
c1cds337,VF_0348,1206,sensor protein UhpB,639,368,199,234,82,37,74,139,105
c1cds338,VF_0349,2181,chain length regulator%2C exopolysaccharide biosynthesis protein,3412,1567,1343,1423,1149,319,216,537,909
c1cds339,VF_0350,588,polysaccharide export periplasmic protein,1315,695,547,511,535,171,180,273,581
c1cds340,VF_0351,1317,TetR family transcriptional regulator,3348,1288,1038,1040,1278,389,286,564,965
c1cds341,VF_0352,1413,UDP-glucose lipid carrier transferase,4198,2037,1800,790,1322,317,183,578,1323
c1cds342,,129,hypothetical protein,10,18,11,7,9,1,0,7,3
c1cds343,VF_0353,534,single-stranded DNA-binding protein,1418,2128,3353,4739,3265,934,27,324,460
c1cds344,VF_0354,657,hypothetical protein,881,635,502,202,175,69,34,513,544
c1cds345,VF_0355,1980,regulatory protein CsrD,1473,1711,1761,1347,1115,245,120,646,905
c1cds346,VF_0356,1464,MSHA biogenesis protein MshI,477,1132,1115,2639,1687,447,109,685,710
c1cds347,VF_0357,639,MSHA biogenesis protein MshJ,90,188,231,714,340,127,29,134,95
c1cds348,VF_0358,342,hypothetical protein,44,124,95,327,218,55,0,41,53
c1cds349,VF_0359,1641,MSHA biogenesis protein MshL,538,1171,1397,3115,2085,674,117,326,540
c1cds350,VF_0360,849,MSHA biogenesis protein MshM,154,347,365,931,527,230,24,150,149
c1cds351,VF_0361,1146,MSHA biogenesis protein MshN,289,627,748,1866,1559,533,65,268,368
c1cds352,VF_0362,1725,MSHA biogenesis protein MshE,629,858,900,3237,2165,730,129,318,453
c1cds353,VF_0363,1227,MSHA biogenesis protein MshG,439,479,516,1441,1254,298,90,197,297
c1cds354,VF_0364,456,hypothetical protein,147,140,128,445,374,102,65,68,74
c1cds355,VF_0365,564,MSHA pilin protein MshB,429,425,473,1924,1917,605,0,248,311
c1cds356,VF_0366,465,MSHA pilin protein MshA,1636,885,1131,9644,17296,4255,78,674,847
c1cds357,VF_0367,597,MSHA pilin protein MshC,181,130,161,227,229,52,0,57,85
c1cds358,VF_0368,582,MshD protein,103,102,141,132,211,60,0,47,86
c1cds359,VF_0369,726,MSHA pilus assembly protein MshO,118,91,119,83,45,34,0,28,32
c1cds360,VF_0370,393,MSHA biogenesis protein MshP,75,52,73,50,66,14,10,16,22
c1cds361,VF_0371,3108,MshQ protein,2566,1731,1624,931,1288,346,358,535,1291
c1cds362,VF_0372,1044,rod shape-determining protein MreB,4403,4034,5047,9665,8562,2218,437,2022,3903
c1cds363,VF_0373,852,rod shape-determining protein MreC,544,357,487,2474,1205,363,49,222,359
c1cds364,VF_0374,492,rod shape-determining protein MreD,393,192,296,1198,521,151,0,77,112
c1cds365,VF_0375,576,Maf-like protein,589,467,729,989,1059,265,26,147,278
c1cds366,VF_0376,1470,ribonuclease G,3099,2645,2879,4274,7452,1681,174,958,1415
c1cds367,VF_0377,3834,membrane protein%2C transporter,5568,4612,5013,4069,3797,1285,432,1260,1897
c1cds368,VF_0378,819,beta-ureidopropionase,5487,3698,4512,1550,1862,353,212,703,1710
c1cds369,VF_0379,1446,peptidase,3116,3053,3641,3107,3591,905,17,934,1721
c1cds370,VF_0380,540,hypothetical protein,8955,7530,9044,2651,3119,828,270,961,2997
c1cds371,VF_0381,1344,peptidase PmbA,1014,1442,2079,3100,2473,810,80,640,932
c1cds372,VF_0382,1356,magnesium transporter,5105,3964,4948,1293,1343,235,110,709,1289
c1cds373,VF_0383,279,phosphocarrier protein HPr,53,38,41,198,96,55,0,31,25
c1cds374,VF_0384,855,hypothetical protein,148,272,224,1162,820,262,0,151,241
c1cds375,VF_0385,444,sugar-specific enzyme IIA component of PTS,321,379,342,949,756,266,29,381,776
c1cds376,VF_0386,288,ribosome-associated%2C sigma 54 modulation protein,8476,5717,4693,3048,9898,1681,425,2733,4709
c1cds377,VF_0387,1470,RNA polymerase factor sigma-54,13057,11524,12217,7971,10384,2476,321,3278,7912
c1cds378,VF_0388,726,ABC transporter ATP-binding protein,2513,1928,1979,1630,1147,361,95,738,1637
c1cds379,VF_0389,498,ABC transporter substrate-binding protein,2483,1748,1938,1038,803,308,81,567,1428
c1cds380,VF_0390,564,hypothetical protein,4266,2650,3298,1320,1026,339,310,985,2654
c1cds381,VF_0391,561,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,3889,2629,3014,1631,1084,356,139,837,2107
c1cds382,VF_0392,975,D-arabinose 5-phosphate isomerase,1994,2047,2139,2859,1708,611,74,937,1416
c1cds383,VF_0393,972,calcium%2Fsodium:proton antiporter,519,1248,1617,1530,845,219,65,435,643
c1cds384,VF_0394,822,toluene ABC transporter ATP-binding protein,1482,972,1042,683,690,149,67,249,576
c1cds385,VF_0395,795,toluene ABC transporter membrane protein,1012,630,635,333,299,82,87,102,249
c1cds386,VF_0396,495,organic solvent ABC transporter,502,279,401,250,265,59,35,95,178
c1cds387,VF_0397,642,organic solvent ABC transporter,1049,614,544,660,596,165,402,258,255
c1cds388,VF_0399,321,NTP-binding protein,302,188,218,222,207,68,47,129,173
c1cds389,VF_0400,258,DNA-binding transcriptional regulator,2142,3394,3417,2055,1412,295,527,1042,2344
c1cds390,VF_0401,1269,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,4881,6742,8250,9217,5192,1625,329,2713,5969
c1cds391,VF_0402,762,1-acyl-sn-glycerol-3-phosphate acyltransferase,710,951,1531,1848,948,244,150,552,634
c1cds392,VF_0403,546,isopentenyl-diphosphate delta-isomerase,80,104,93,141,93,20,25,50,58
c1cds393,VF_0404,390,ketoacid-binding protein,1875,2317,2790,8803,3469,931,64,964,1492
c1cds394,VF_0405,465,aspartate carbamoyltransferase,988,539,587,306,514,91,42,313,479
c1cds395,VF_0406,930,aspartate carbamoyltransferase,1276,688,1038,708,702,160,143,557,1084
c1cds396,VF_2588,90,pyr operon leader peptide,79,273,593,34,96,10,0,18,19
c1cds397,VF_0407,1005,ornithine carbamoyltransferase,1192,2067,6318,1381,1875,339,25,144,217
c1cds398,VF_0408,1221,arginine deiminase,511,250,277,848,620,156,36,49,49
c1cds399,VF_0409,417,hypothetical protein,3184,4045,5266,2160,1756,388,191,894,1679
c1cds400,VF_0410,843,hypothetical protein,1564,1211,1484,521,420,153,46,529,774
c1cds401,VF_0411,2874,valyl-tRNA synthetase,6065,10180,16260,36023,17490,4790,450,2299,3723
c1cds402,VF_0412,444,DNA polymerase III subunit chi,181,223,250,903,406,143,22,63,78
c1cds403,VF_0413,1509,leucyl aminopeptidase,6390,7632,9729,22533,15907,4634,116,1993,4260
c1cds404,VF_0414,1035,hypothetical protein,1613,2296,2966,1621,1935,479,343,604,863
c1cds405,VF_0415,1077,hypothetical protein,1577,1858,2700,1486,1463,391,72,308,528
c1cds406,VF_0416,477,hypothetical protein,324,384,463,755,506,103,0,192,277
c1cds407,VF_0417,258,hypothetical protein,168,338,291,345,278,67,0,251,264
c1cds408,VF_0418,387,diacylglycerol kinase,140,422,407,296,228,41,24,223,309
c1cds409,VF_0420,1089,membrane-bound lytic murein transglycosylase C,190,244,225,798,536,199,45,63,78
c1cds410,VF_0421,273,hypothetical protein,754,1225,1635,2076,1694,418,279,563,868
c1cds411,VF_0422,1053,adenine DNA glycosylase,305,340,465,1014,374,126,95,99,142
c1cds412,VF_2589,717,tRNA %28guanine-N%287%29-%29-methyltransferase,3089,2978,3419,1900,1172,246,90,531,1413
c1cds413,VF_0423,921,glutaminase,562,493,498,631,506,176,28,344,440
c1cds414,VF_0424,1161,coproporphyrinogen III oxidase,1088,962,1235,1278,693,207,132,268,468
c1cds415,VF_0425,597,deoxyribonucleotide triphosphate pyrophosphatase,480,616,742,1044,744,164,10,162,394
c1cds416,VF_0426,432,hypothetical protein,154,151,164,229,141,46,47,74,106
c1cds417,VF_0427,288,hypothetical protein,476,921,953,354,526,144,78,170,246
c1cds418,VF_0428,555,hypothetical protein,805,1120,1139,935,993,233,34,271,427
c1cds419,VF_0429,819,pyrroline-5-carboxylate reductase,1108,1530,1947,1305,1577,475,102,522,875
c1cds420,VF_0430,711,hypothetical protein,552,876,1074,929,1196,277,70,182,409
c1cds421,VF_0431,1038,transporter,1508,1328,1561,1810,2101,571,103,773,1327
c1cds422,VF_0432,1101,pili retraction protein PilU,1481,1410,1658,1577,1832,518,241,459,972
c1cds423,VF_0433,426,Holliday junction resolvase-like protein,903,828,850,441,653,144,39,266,751
c1cds424,VF_0434,564,hypothetical protein,1562,1271,1161,725,1157,278,102,437,976
c1cds425,VF_0435,948,glutathione synthetase,5752,3911,4510,5252,5272,1486,162,1005,2677
c1cds426,VF_0436,732,16S ribosomal RNA methyltransferase RsmE,2430,1515,1672,1973,1445,464,28,394,809
c1cds427,VF_0437,705,DNA-specific endonuclease I,131,430,448,78,94,29,0,50,78
c1cds428,VF_0438,501,hypothetical protein,8,27,20,179,69,40,29,13,17
c1cds429,VF_0439,1155,S-adenosylmethionine synthetase,512,662,915,4573,1559,1005,140,2317,3714
c1cds430,VF_0440,1995,transketolase,908,4145,6054,34429,14173,3903,193,2271,3089
c1cds431,VF_0441,1020,erythrose 4-phosphate dehydrogenase,868,2228,2700,1237,1317,269,134,511,742
c1cds432,VF_0442,1164,phosphoglycerate kinase,15056,14407,20921,23910,18453,8181,678,6456,15185
c1cds433,VF_0443,1077,fructose-bisphosphate aldolase,16622,18469,23422,68377,49320,19300,628,9259,18068
c1cds434,VF_0444,1242,ATP-dependent RNA helicase SrmB,1288,2239,3430,3267,1556,420,43,1007,1516
c1cds435,VF_0445,705,S-adenosyl-L-methionine-dependent methyltransferase,83,81,90,200,266,59,12,98,106
c1cds436,VF_0446,1314,branched chain amino acid ABC transporter,1727,1917,2441,503,778,160,158,944,1092
c1cds437,VF_0447,519,flavodoxin FldB,462,461,679,1015,999,317,22,318,322
c1cds438,VF_0448,897,site-specific tyrosine recombinase XerD,242,324,299,644,334,101,73,185,201
c1cds439,VF_0449,777,protein disulfide isomerase,5815,6897,7265,2403,1553,512,293,1753,2834
c1cds440,VF_0450,1740,ssDNA exonuclease RecJ,905,1069,1022,991,621,148,177,475,1041
c1cds441,VF_0452,75,peptide chain release factor 2,1722,3930,5923,7646,3348,881,150,1331,2118
c1cds441,VF_0452,1023,peptide chain release factor 2,1722,3930,5923,7646,3348,881,150,1331,2118
c1cds442,VF_0453,1506,lysyl-tRNA synthetase,5868,8704,14976,22905,16728,5252,205,1978,2795
c1cds443,VF_0454,1338,Fis family transcriptional regulator,2300,5510,5562,3141,4000,1134,171,3500,3825
c1cds444,VF_0455,669,DNA mismatch repair protein,323,656,809,455,601,177,113,202,367
c1cds445,VF_0456,513,dinucleoside polyphosphate hydrolase,1169,2169,2463,2848,5721,1264,85,1281,2413
c1cds446,VF_0457,2262,fused phosphoenolpyruvate-protein phosphotransferase PtsP%2FGAF domain,1630,1823,1928,2433,2584,606,176,840,1283
c1cds447,VF_0458,804,hypothetical protein,824,907,1106,471,345,115,66,449,821
c1cds448,VF_0459,834,prolipoprotein diacylglyceryl transferase,1262,2009,2305,1509,1021,210,101,643,1060
c1cds449,VF_0460,858,thymidylate synthase,1375,1691,2061,1519,1313,359,150,498,808
c1cds450,VF_0461,1146,sodium-dependent phosphate transporter,1103,7247,9521,88,47,21,172,4453,4435
c1cds451,VF_0462,891,transcriptional activator NhaR,277,419,281,760,759,239,76,331,425
c1cds452,VF_0463,297,transcriptional activator HlyU,358,308,270,459,515,179,86,253,453
c1cds453,VF_0464,183,30S ribosomal protein S20,9903,17188,18149,9027,6471,1512,273,4116,6660
c1cds454,VF_0465,1560,hypothetical protein,610,1241,1132,732,453,117,79,382,523
c1cds455,VF_0466,933,bifunctional riboflavin kinase%2FFMN adenylyltransferase,1491,2707,3239,3208,2325,632,216,1563,2525
c1cds456,VF_0467,2859,isoleucyl-tRNA synthetase,5871,9393,13850,32951,16821,4910,406,2987,5508
c1cds457,VF_0468,516,lipoprotein signal peptidase,2051,2519,2880,3934,2108,608,121,1036,1518
c1cds458,VF_0469,429,FKBP-type peptidylprolyl isomerase,555,843,998,602,537,111,52,184,354
c1cds459,VF_0470,945,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,1124,1782,1976,1467,1477,379,63,335,544
c1cds460,VF_0471,810,dihydrodipicolinate reductase,1803,1871,2490,1698,1618,456,199,344,572
c1cds461,VF_0472,1158,carbamoyl phosphate synthase small subunit,607,824,1975,5696,1898,480,1,403,674
c1cds462,VF_0473,3231,carbamoyl phosphate synthase large subunit,3323,3034,6619,21698,9524,2186,167,1003,1906
c1cds463,VF_0474,1407,D-alanyl-D-alanine carboxypeptidase,207,400,378,850,408,134,43,186,244
c1cds464,VF_0475,969,outer membrane protein U porin OmpU,18739,17526,24917,121949,114031,26229,2397,23124,64464
c1cds465,VF_0476,474,transcription elongation factor GreA,5287,5256,5253,8358,7425,2272,892,2206,3968
c1cds466,VF_0477,297,RNA-binding protein,1704,2671,2257,763,531,109,88,774,943
c1cds467,VF_0478,630,23S rRNA methyltransferase,6333,5678,5599,3422,3331,930,1727,1632,4186
c1cds468,VF_0479,1974,ATP-dependent zinc-metalloprotease,17003,19775,27327,26296,23442,6136,974,6765,16139
c1cds469,VF_0480,837,7%2C8-dihydropteroate synthase,311,510,506,859,694,190,5,149,301
c1cds470,VF_0481,1338,phosphoglucosamine mutase,1632,2911,3426,7358,8181,2326,115,755,1321
c1cds471,VF_0483,333,preprotein translocase subunit SecG,1873,2639,3034,7579,4269,1132,128,1262,1882
c1cds472,VF_0484,456,hypothetical protein,1808,2488,4020,5442,3823,1039,93,693,1056
c1cds473,VF_0485,1488,transcription elongation factor NusA,5516,8071,12609,18567,16656,4399,214,1849,2949
c1cds474,VF_0486,2682,translation initiation factor IF-2,14972,22632,34952,39227,50492,12543,447,2330,4388
c1cds475,VF_0487,408,ribosome-binding factor A,2264,1765,2545,1387,1314,370,50,600,1070
c1cds476,VF_0488,951,tRNA pseudouridine synthase B,4424,4951,6522,2854,2894,687,125,1266,2510
c1cds477,VF_0489,270,30S ribosomal protein S15,23493,25377,24929,23783,19589,4955,559,8645,13042
c1cds478,VF_0490,2130,polynucleotide phosphorylase,8730,22844,33554,56299,33271,9995,433,5431,9247
c1cds479,VF_0491,984,lipoprotein NlpI,1317,2313,2745,3175,3807,861,198,689,942
c1cds480,VF_0492,879,collagenase-like protease YhbV,465,446,611,232,464,173,20,216,340
c1cds481,VF_0493,1002,collagenase-like protease YhbU,294,434,658,232,405,140,29,64,102
c1cds482,VF_0494,2028,modulator of RNase II stability,377,1149,998,1736,972,309,81,352,389
c1cds483,VF_0495,537,lipid carrier protein,463,619,631,944,2052,726,163,250,337
c1cds484,VF_0496,504,acyltransferase,688,1113,1479,880,2696,701,46,447,758
c1cds485,VF_0497,468,hypothetical protein,17,10,4,5,3,2,32,1,6
c1cds486,VF_0498,402,DNA polymerase III subunit psi,225,299,358,528,302,105,146,259,322
c1cds487,VF_0499,447,acetylase for 30S ribosomal subunit protein S18,131,337,359,292,317,99,38,213,273
c1cds488,VF_0500,1581,peptide chain release factor 3,1686,3804,6095,7953,4136,1101,184,1910,2355
c1cds489,VF_2590,114,hypothetical protein,275,26,14,55,10,22,0,47,35
