VF_number,CDS_number,Plk1_rpkm,Plk2_rpkm,Plk3_rpkm,Plk_rpkm_mean,Plk_rpkm_std,Swt1_rpkm,Swt2_rpkm,Swt3_rpkm,Swt_rpkm_mean,Swt_rpkm_std,Vnt1_rpkm,Vnt2_rpkm,Vnt3_rpkm,Vnt_rpkm_mean,Vnt_rpkm_std,Plk-vs-Swt_log2fc,Plk-vs-Swt_padj,Vnt-vs-Plk_log2fc,Vnt-vs-Plk_padj,Vnt-vs-Swt_log2fc,Vnt-vs-Swt_padj,Description,KO_number,Pathways
VF_0057,c1cds54,672.310521526,690.312135912,647.065386218,669.896014552,21.7242427425,861.524503411,552.475458002,522.594353893,645.531438435,187.651200859,761.053127615,972.701871216,774.623814037,836.126270956,118.47240954,0.250378,0.625709611397,-0.417697,0.443117889758,-0.167319,0.727882330527,thioredoxin,K03671,"[('BR:ko03110', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Chaperones and folding catalysts'))]"
VF_0058,c1cds55,408.376234883,479.648418825,628.117231587,505.380628431,112.107699854,605.299086565,367.967008985,380.714207956,451.326767835,133.496175869,438.617673945,475.418610314,404.181251474,439.405845244,35.6252190748,0.376386,0.470877946086,-0.963048,0.051135989979,-0.586662,0.20091539656,transcription termination factor Rho,K03628,"[('PATH:ko03018', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'RNA degradation'))]"
VF_0059,c1cds56,402.166829713,175.624596887,213.785371887,263.858932829,121.288362766,34.8041728431,26.7625871425,27.3910753169,29.6526117675,4.47243619108,291.507799383,279.100774223,270.554371432,280.387648346,10.5358231516,3.235249,6.79008285602e-17,-0.618348,0.222720791974,2.616901,2.87154426741e-11,hypothetical protein,,
VF_0060,c1cds57,131.062044002,142.192177597,168.537002878,147.263741492,19.2453554381,122.683040779,136.340656157,115.623989023,124.882561987,10.5320223341,109.366896388,104.618855747,86.0994651411,100.028405759,12.2942064618,0.43049,0.282729330847,-1.333533,0.000360497387619,-0.903043,0.0109912834023,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,K03182,"[('PATH:ko00130', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Ubiquinone and other terpenoid-quinone biosynthesis'))]"
VF_0061,c1cds58,64.2528558664,74.5297067233,63.8404977063,67.5410200987,6.05589096389,82.9495815962,84.2724558625,83.2453513735,83.4891296107,0.694312575714,233.543893328,58.7414146341,42.4578242122,111.581044058,105.936260462,-0.10777,0.875180958408,-0.367652,0.611880966652,-0.475423,0.398266239429,phenol hydroxylase P5 protein,K03380,"[('PATH:ko00627', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Aminobenzoate degradation')), ('PATH:ko00361', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Chlorocyclohexane and chlorobenzene degradation')), ('PATH:ko00623', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Toluene degradation'))]"
VF_0062,c1cds59,63.4510651342,63.9745688091,90.7514940118,72.7257093184,15.6129817583,237.858188872,164.056553077,164.940374655,188.951705535,42.3565622951,26.8033497828,97.4541110008,67.3240065187,63.8604891008,35.4524961018,-1.114129,0.0865815434408,-0.798296,0.296090599714,-1.912424,0.00148722320481,FMN reductase,K05368,"[('PATH:ko00740', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Riboflavin metabolism')), ('PATH:ko00860', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism'))]"
VF_0063,c1cds60,61.4786434523,42.0962429874,47.4288135917,50.3345666771,10.012587712,151.470677019,169.502964961,167.711586119,162.895076033,9.9342805057,89.870055154,68.9139784934,90.6354283536,83.139820667,12.3258828566,-1.501378,3.4546829913e-05,-0.007455,0.989901223323,-1.508833,3.31644730698e-05,protoheme IX synthesis protein,K02498,"[(None, ('Unclassified', 'Metabolism', 'Metabolism of cofactors and vitamins'))]"
VF_0064,c1cds61,61.7559457032,46.6052670858,47.8839598629,52.0817242173,8.40248087314,163.740634226,244.285610004,239.847043776,215.957762669,45.275783755,107.035973617,63.571271385,79.0305464645,83.2125971556,22.0320731213,-1.857368,1.26411720769e-07,-0.115181,0.840930207219,-1.972548,2.04259153341e-08,uroporphyrinogen III methylase,K02496,"[('PATH:ko00860', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism'))]"
VF_0065,c1cds62,54.9416278006,30.4286485193,28.0407707779,37.8036823659,14.8898411784,78.5600961209,50.6811619865,57.9304468016,62.390568303,14.4647245039,54.4322775,25.9804547887,43.1648152182,41.1925158357,14.3280852712,-0.550907,0.272317108815,-0.62028,0.266183325092,-1.171188,0.00937778552766,uroporphyrinogen III synthase,K01719,"[('PATH:ko00860', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism'))]"
VF_0066,c1cds63,38.0629691716,61.3736584425,75.4154833434,58.2840369858,18.8669525705,244.585632264,327.218285774,265.155949004,278.986622347,43.0174906331,80.2432864255,65.2148274852,57.1279929816,67.5287022974,11.7300771623,-1.996325,3.59594891535e-06,-0.606101,0.27900336038,-2.602427,9.2653019509e-10,porphobilinogen deaminase,K01749,"[('PATH:ko00860', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism'))]"
VF_0067,c1cds64,51.2636618084,49.2022143078,60.4937032166,53.653193111,6.01305457558,35.7626406997,31.3157287774,33.8975746212,33.6586480328,2.23306310865,63.1942299593,41.6483246436,29.2741989506,44.7055845178,17.1654377853,0.862801,0.00344835576493,-1.132402,0.000275654785521,-0.269601,0.406455063919,adenylate cyclase,K05851,"[('PATH:ko00230', ('Metabolism', 'Nucleotide Metabolism', 'Purine metabolism')), ('PATH:ko05111', ('Human Diseases', 'Infectious Diseases', 'Vibrio cholerae pathogenic cycle'))]"
VF_0068,c1cds65,26.3646214774,37.5989369431,50.5830026289,38.1821870165,12.1197207842,81.0358084239,46.7049033056,51.8807117975,59.8738078423,18.5086452732,17.8180627062,28.3950324783,20.9036556246,22.3722502697,5.43926925827,-0.403203,0.521954732534,-1.464774,0.0104875221077,-1.867977,0.000253483051493,DNA-dependent helicase II,K03657,"[('PATH:ko03420', ('Genetic Information Processing', 'Replication and Repair', 'Nucleotide excision repair')), ('PATH:ko03430', ('Genetic Information Processing', 'Replication and Repair', 'Mismatch repair')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_0069,c1cds66,11.4112500826,9.81787070646,8.75160824722,9.99357634543,1.33849842242,8.31170620868,7.56981737332,7.29978702255,7.72710353485,0.523974533989,3.01346959133,13.8958185156,13.7484616742,10.219249927,6.2408237593,0.525166,0.48050580176,-0.469385,0.591610991126,0.055782,0.936712485121,chloramphenical resistance permease,K05786,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters'))]"
VF_0070,c1cds67,6.62734822612,16.9365725954,20.6446764946,14.7361991054,7.26309889566,31.0945516079,19.3767411463,18.0580686718,22.8431204753,7.17630204734,22.5911739951,21.6553316917,19.0157189764,21.0874082211,1.85415006108,-0.366095,0.605208512925,-0.29206,0.735324722846,-0.658155,0.287675352877,ATP-dependent DNA helicase RecQ,K03654,"[('PATH:ko03018', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'RNA degradation')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_0071,c1cds68,11.1621543861,17.5002440529,20.2346537181,16.2990173857,4.65400581883,32.2044384678,11.17950105,7.81257474675,17.0655047549,13.2183408057,0.0,11.3385489971,5.99877320287,5.77910740001,5.67246534929,0.155728,0.884970252778,-1.75988,0.0650026404804,-1.604152,0.060346064665,hypothetical protein,,
VF_0072,c1cds69,7.02555693123,12.8035002319,13.0446076512,10.9578882715,3.40763195254,1156.25164847,1461.32247587,1159.63077196,1259.06829877,175.16540394,23.8163442866,25.018321463,36.548453831,28.4610398602,7.02964336462,-6.409412,7.7622394192e-40,0.643344,0.345109834155,-5.766068,9.94704878009e-32,sn-glycerol-3-phosphate transporter,K02445,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0073,c1cds70,24.3982294638,21.3568319266,22.8764963389,22.8771859098,1.52069888586,30.4527939921,26.0795992957,24.2457211821,26.9260381566,3.18893121222,11.6771946664,73.404450126,48.9458172563,44.6758206829,31.0843717919,-0.044283,0.962332201102,0.350416,0.729948505008,0.306133,0.695676489499,hypothetical protein,K09125,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0074,c1cds71,35.7170330118,45.141040871,48.5994796407,43.1525178412,6.66746021114,154.664356974,130.888251636,153.851758908,146.468122506,13.4986799781,109.738095214,75.6802572614,59.3468070868,81.5883865208,25.7099197451,-1.534511,8.09630336294e-07,0.051586,0.922036895289,-1.482925,2.04963538016e-06,DNA polymerase I,K02335,"[('PATH:ko00230', ('Metabolism', 'Nucleotide Metabolism', 'Purine metabolism')), ('PATH:ko00240', ('Metabolism', 'Nucleotide Metabolism', 'Pyrimidine metabolism')), ('PATH:ko03030', ('Genetic Information Processing', 'Replication and Repair', 'DNA replication')), ('BR:ko03032', ('Genetic Information Processing', 'Replication and Repair', 'DNA replication proteins')), ('PATH:ko03410', ('Genetic Information Processing', 'Replication and Repair', 'Base excision repair')), ('PATH:ko03420', ('Genetic Information Processing', 'Replication and Repair', 'Nucleotide excision repair')), ('PATH:ko03440', ('Genetic Information Processing', 'Replication and Repair', 'Homologous recombination')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_0075,c1cds72,97.8657142713,100.379661648,116.823263159,105.022879693,10.2964445473,213.686064316,130.935899059,153.20121498,165.941059451,42.8208499493,160.885793181,141.044200465,114.986718214,138.972237287,23.0195795851,-0.444802,0.264940029638,-0.393999,0.390578446782,-0.838801,0.0194477512841,ribosome biogenesis GTP-binding protein YsxC,K03978,"[(None, ('Unclassified', 'Poorly Characterized', 'General function prediction only'))]"
VF_0076,c1cds73,177.201136065,294.095102388,346.315963103,272.537400519,86.5939204758,494.616816601,595.18676237,317.597597674,469.133725548,140.538169322,888.82724451,634.81013179,586.935664456,703.524346919,162.252470081,-0.549868,0.303156271517,0.500214,0.412680914772,-0.049654,0.924994474915,cytochrome c4,,
VF_0077,c1cds74,88.5810755023,82.8690578183,95.232757459,88.8942969265,6.18779831174,65.6135489735,44.9522445748,36.5925424665,49.0527786716,14.9387244964,377.162474458,80.9461132261,96.5985429066,184.902376864,166.685957669,1.024359,0.0593239408899,0.028365,0.973857772993,1.052724,0.0452312955244,2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1%2C4-benzoquinol methylase,,
VF_0078,c1cds75,116.809326935,163.64738707,157.63310533,146.029939778,25.4838391424,102.195285662,62.4661060975,53.0890209782,72.5834709124,26.069658818,188.88824779,95.782704152,129.063830978,137.911594307,47.1791558954,1.199749,0.00761935306209,-0.908794,0.0766619610753,0.290955,0.558963020082,hypothetical protein,K09894,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0079,c1cds76,86.7692210291,102.644978203,117.745618435,102.386605889,15.4898149199,105.637250734,54.6045181106,55.0651546302,71.7689744917,29.3316918748,52.4049711858,101.601004139,107.001865658,87.0026136607,30.083882311,0.705052,0.274969730072,-0.860622,0.219191568324,-0.15557,0.818854649592,coproporphyrinogen III oxidase,,
VF_0080,c1cds77,86.7564078201,105.800403605,134.390365656,108.982392361,23.9758685789,150.296587481,121.631601349,111.411637255,127.779942028,20.1584078827,75.8762692733,90.8928290733,86.2590773243,84.3427252236,7.6895104582,-0.013955,0.983115243739,-1.092077,0.0283062815953,-1.106032,0.0132761339599,coproporphyrinogen III oxidase,K02495,"[('PATH:ko00860', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism'))]"
VF_0081,c1cds78,63.9459598983,66.7218326857,80.0581973627,70.2419966489,8.61363539822,75.0323726229,140.378376612,124.252913626,113.221220954,34.0411330856,150.438663754,68.9184986284,79.7451405578,99.7007676468,44.2725041071,-0.490533,0.326621152726,-0.373243,0.536839849134,-0.863776,0.0558007326944,DNA-binding transcriptional regulator AsnC,K03718,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_0082,c1cds79,23.3335365283,21.0706609777,26.2183698337,23.5408557799,2.58010902298,44.1357531906,54.6914784309,48.0924072391,48.9732129535,5.33270080421,93.4175573311,57.5300532194,50.6495607878,67.1990571128,22.9650301393,-0.858417,0.00951037551698,0.645746,0.092119559212,-0.21267,0.563924630246,SAM-dependent methyltransferase,,
VF_0083,c1cds80,990.746634589,898.752930654,630.526964086,840.00884311,187.156895733,1556.52780286,9285.24354771,5489.30116175,5443.69083744,3864.55974109,363.144307372,1353.49936207,1287.77296333,1001.47221092,553.784140447,-2.369281,0.00235585798598,-0.321939,0.782437955787,-2.69122,0.000391588629836,universal stress global response regulator,K06149,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Signal transduction mechanisms'))]"
VF_0084,c1cds81,1395.79076254,940.389534833,790.660557367,1042.28028491,315.169692418,926.391069573,1255.93785046,1061.01941384,1081.11611129,165.690006139,416.132755384,1647.88415309,1861.35797376,1308.45829408,780.113080445,0.094627,0.919619328121,-0.226398,0.829901516649,-0.131771,0.865928824084,ferritin iron storage protein,K02217,"[('PATH:ko00860', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism'))]"
VF_0085,c1cds82,1177.68987026,724.738856339,496.716287167,799.715004588,346.622737744,125.747415458,280.144604634,226.382594939,210.75820501,78.3754692288,1064.01014452,1266.21324138,1431.86328312,1254.02888967,184.229006169,1.981695,0.000223584748077,-0.020739,0.982499323133,1.960956,0.00022883323705,universal stress protein UspB,K06144,"[(None, ('Unclassified', 'Genetic Information Processing', 'Others'))]"
VF_0086,c1cds83,251.440255139,148.232168849,144.815580772,181.496001587,60.5975842938,41.6806631221,49.2391058089,40.4490288734,43.7895992681,4.75941928013,437.052268223,399.701075262,580.020221996,472.25785516,95.1752262063,2.148921,9.91735992826e-07,0.680435,0.221221686385,2.829355,4.84868100709e-11,oxidoreductase,K07007,"[(None, ('Unclassified', 'Poorly Characterized', 'General function prediction only'))]"
VF_0087,c1cds84,181.818155562,70.6992395188,64.0344129612,105.517269347,66.1624811058,27.2975036009,15.4723739718,16.6228490931,19.7975755553,6.52055126264,179.649148714,162.662524096,165.56811368,169.293262163,9.08536748816,2.476999,2.13880093007e-07,-0.020596,0.980483692097,2.456403,2.48175452609e-07,sensory transduction protein kinase,K00936,"[(None, ('Unclassified', 'Metabolism', 'Others'))]"
VF_0088,c1cds85,45.7152234079,25.3985549579,34.0251154721,35.0462979459,10.1967575464,23.4287289853,13.205334829,16.1036696967,17.5792445037,5.26900728573,0.0,43.4436504826,41.6504295223,28.3646933349,24.5809027772,1.053542,0.302252528842,-0.719911,0.561292632261,0.333631,0.751564688626,cytoplasmic protein,,
VF_0089,c1cds86,47.4277211233,31.1769814079,39.7581337292,39.4542787535,8.12962983221,20.8091417944,16.0891929058,17.4276055367,18.1086467457,2.4325587812,105.337305002,35.2470739745,57.5247030188,66.0363606653,35.8119583143,1.276286,0.00184648752952,-0.125265,0.843313551572,1.151021,0.00515187608979,hypothetical protein,K08985,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0090,c1cds87,26.5899299152,50.8941667295,65.6397443851,47.70794701,19.7189249101,72.4723871835,35.1460242232,48.5552748903,52.0578954323,18.9080830852,0.0,57.5859231379,54.6055159525,37.3971463635,32.4211447029,0.107336,0.934583757123,-0.811991,0.537131759747,-0.704655,0.509113998149,multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase,K01625,"[('PATH:ko00030', ('Metabolism', 'Carbohydrate Metabolism', 'Pentose phosphate pathway')), ('PATH:ko00040', ('Metabolism', 'Carbohydrate Metabolism', 'Pentose and glucuronate interconversions')), ('PATH:ko00630', ('Metabolism', 'Carbohydrate Metabolism', 'Glyoxylate and dicarboxylate metabolism')), ('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_0091,c1cds88,1.19174200751,0.578857700232,0.643415821491,0.804671843076,0.33676315401,1.16335115871,2.1916332115,2.0743241344,1.80976950154,0.562879081462,0.0,5.48581622405,2.86879479141,2.78487033849,2.74387087822,-0.93085,0.356969528414,1.178462,0.283208058621,0.247612,0.813615644333,diguanylate cyclase,,
VF_0093,c1cds90,269.730315051,177.345174162,193.573640503,213.549709906,49.3258155113,222.653569281,279.272120566,240.883822868,247.603170905,28.9011646121,351.294766491,294.058818168,340.546176571,328.633253743,30.4208274513,-0.050426,0.920695563049,-0.11506,0.840603143666,-0.165486,0.697807814955,adenosine deaminase,K01488,"[('PATH:ko00230', ('Metabolism', 'Nucleotide Metabolism', 'Purine metabolism')), ('PATH:ko05340', ('Human Diseases', 'Immune System Diseases', 'Primary immunodeficiency'))]"
VF_0094,c1cds91,12.0283071576,24.1370510559,22.8309780728,19.6654454288,6.64611671495,32.4737269633,25.0977536714,28.9475891383,28.8396899243,3.6891702564,13.5800435042,10.1860845211,8.58083292171,10.7823203157,2.55238113415,-0.314011,0.564852283423,-1.678121,0.000476034122194,-1.992132,5.63634281197e-06,diguanylate cyclase,,
VF_0095,c1cds92,6.94057035545,7.52916159089,7.38333403362,7.28435532665,0.306524874902,32.250430765,40.4748333611,34.2746112198,35.6666251153,4.28526271419,13.5734912361,7.16775581369,8.1143999195,9.61854898978,3.45763067647,-2.070668,1.15665912674e-09,-0.443097,0.362623222442,-2.513765,1.75595111162e-12,bifunctional DNA-binding response regulator in two-component regulatory system with NtrB%2F nitrogen regulatory response regulator%2Fsigma54 interaction protein,K07712,"[('PATH:ko02020', ('Environmental Information Processing', 'Signal Transduction', 'Two-component system')), ('BR:ko02022', ('Environmental Information Processing', 'Signal Transduction', 'Two-component system'))]"
VF_0096,c1cds93,4.08962785817,5.39173971208,7.02520156821,5.50218971282,1.47090028682,25.7805867118,17.2923169627,17.5321849723,20.2016962156,4.83294925919,46.5764591793,11.528060156,10.4108722352,22.8384638568,20.5652946407,-1.594391,0.00379998135614,0.920437,0.165325289564,-0.673954,0.253478397563,nitrogen regulation protein NR%28II%29,K07708,"[('BR:ko01001', ('Metabolism', 'Enzyme Families', 'Protein kinases')), ('PATH:ko02020', ('Environmental Information Processing', 'Signal Transduction', 'Two-component system')), ('BR:ko02022', ('Environmental Information Processing', 'Signal Transduction', 'Two-component system'))]"
